day
"15,69,8,128,6,13,10,35,16,56,10,43,15,307,8,13,10,18,16,5,15,57,8,160,6,15,10,57,12,8,16,22,10,25,15,105,8,132,6,35,12,47,10,24,15,12,1,31,8,109,6,35,12,101,16,20,10,35,15,109,1,31,8,121,6,39,12,16,10,28,15,125,8,171,6,8,12,4,10,36,15,103,8,158,6,18,10,47,12,18,15,74,1,57,8,155,6,37,10,4,12,12,10,4,15,78,1,16,8,148,6,12,10,59,12,8,10,24,15,101,8,233,6,4,10,4,15,70,8,194,6,12,10,31,16,35,15,47,10,47,8,175,6,13,10,9,16,18,10,35,15,101,10,90,8,136,6,16,15,70,1,16,10,47,8,109,6,66,16,4,10,31,15,16,1,4,8,229,6,8,10,66,16,20,15,8,10,72,8,160,6,18,10,40,16,18,10,29,15,89,8,153,6,8,10,15,16,50,10,29,15,77,1,30,8,171,6,13,10,13,12,30,10,9,15,48,8,161,6,34,12,10,10,90,15,55,8,148,6,12,10,8,12,16,10,105,15,30,10,55,8,173,6,49,10,2,16,4,10,30,15,34,10,13,8,175,6,13,10,109,15,140,10,53,8,63,6,81,16,7,15,47,8,140,6,4,10,43,12,4,16,24,10,82,15,43,1,43,10,16,8,132,6,39,10,16,12,28,10,28,15,22,1,8,8,189,6,11,10,22,12,93,15,9,8,188,6,22,10,124,1,4,8,133,6,76,12,23,10,107,1,64,8,111,6,39,12,107,10,46,8,181,6,129,16,9,8,274,6,22,10,29,16,15,10,4,8,233,6,28,12,24,10,59,17,341"
"16,114,8,228,16,54,8,288,16,27,8,79,10,237,16,43,8,299,16,74,8,268,16,150,8,192,16,38,8,304,10,0,16,228,8,114,16,53,8,210,10,79,16,76,8,266,16,18,8,324,16,11,8,316,10,16,1,154,8,18,16,171,8,1267,10,98,8,546,10,41,16,96,8,337,10,5,8,3410,17,1364"
"15,20,8,322,15,31,8,310,15,74,8,268,15,86,8,256,15,205,8,137,15,29,8,311,10,2,15,279,8,62,15,109,8,233,15,86,8,256,15,73,8,269,15,105,8,237,15,40,8,302,15,93,8,235,10,14,15,93,8,248,15,40,8,302,15,99,8,243,15,35,8,307,15,29,8,313,15,38,8,304,15,31,8,309,10,2,15,31,8,310,15,62,8,279,15,47,8,295,15,43,8,299,15,22,8,320,15,13,8,329,15,26,8,316,15,31,8,310,15,15,8,327,15,55,8,278,10,10,15,15,8,1009,17,341"
"15,103,1,100,10,0,16,5,10,136,15,88,1,59,16,9,10,186,15,28,1,199,16,69,10,47,15,65,1,225,16,17,10,35,15,125,1,188,16,11,10,19,15,4,1,329,10,3,16,6,15,119,1,214,10,4,16,6,15,117,1,68,10,16,6,3,16,28,10,112,15,44,1,162,10,10,6,14,16,54,10,59,15,115,1,69,10,32,4,3,6,21,16,46,10,59,15,147,1,29,10,6,6,12,16,18,10,132,15,51,1,62,10,10,4,6,6,25,10,5,16,67,10,119,15,19,1,130,10,7,16,22,10,165,15,37,1,267,16,21,10,19,15,88,1,248,16,6,15,20,1,322,15,30,1,42,10,96,6,10,10,2,16,65,10,100,15,35,1,217,10,13,6,22,16,38,10,20,15,11,1,140,10,6,4,8,6,49,16,45,10,85,15,15,1,75,10,23,6,16,10,12,16,56,10,148,15,28,1,103,10,52,6,9,10,4,16,58,10,91,15,23,1,68,10,33,6,15,10,5,16,70,10,130,15,4,1,170,10,4,16,39,10,127,15,11,1,224,16,65,10,42,1,266,6,38,10,9,16,25,10,6,1,300,16,18,10,24,1,242,10,4,16,37,10,59,1,269,6,4,16,25,10,45,1,115,10,227,1,130,10,4,16,77,10,131,1,171,10,1,16,22,10,149,1,164,16,71,10,108,1,21,10,15,4,5,6,27,16,16,10,261,17,341"
"15,62,10,9,6,67,3,5,16,9,5,90,10,103,15,50,1,13,6,96,3,4,10,32,16,25,5,114,10,9,15,57,1,28,6,12,3,62,5,185,15,24,6,258,3,32,5,18,10,11,15,132,6,45,3,117,16,10,5,39,15,22,6,64,5,256,15,90,6,50,10,5,3,13,5,143,10,43,15,62,6,47,3,18,16,14,5,202,15,167,1,22,10,8,3,8,16,8,5,86,10,47,15,138,6,43,3,20,16,12,5,97,10,33,15,35,1,5,6,109,3,24,10,5,16,5,5,162,15,43,6,223,3,10,16,10,5,24,10,34,15,62,1,55,6,28,3,12,16,2,5,111,10,74,15,64,6,11,3,211,5,50,10,7,15,31,6,150,3,33,5,128,15,45,6,86,10,4,3,22,16,12,5,8,10,167,15,35,6,22,3,24,5,263,15,31,6,70,3,55,5,186,15,36,1,18,6,41,3,13,16,6,5,159,10,72,15,5,6,222,3,5,16,18,5,62,10,32,15,8,6,247,3,12,10,41,16,8,5,28,15,11,1,6,6,102,10,4,3,16,5,135,10,70,15,6,1,12,6,59,3,45,16,4,5,109,10,109,15,11,6,159,3,2,16,8,5,105,10,59,1,4,6,154,3,26,10,51,16,31,5,78,10,6,6,130,3,20,10,4,16,12,5,130,10,41,6,28,10,8,3,35,16,4,5,223,10,45,6,155,3,6,16,16,5,150,10,16,6,123,3,28,16,4,5,41,10,148,6,76,3,24,10,10,16,18,5,146,10,70,6,94,3,13,10,37,16,32,5,167,6,43,3,56,5,212,10,32,6,84,10,18,3,126,16,9,5,103,10,5,17,341"
"6,680,10,2,6,668,10,15,6,640,10,43,6,205,10,137,6,3069,17,6137"
"1,2387,10,0,1,327,10,15,17,8865"
"15,93,16,163,1,10,4,12,6,14,5,4,10,47,15,175,16,109,1,5,4,7,6,9,5,7,10,32,15,51,16,169,1,10,10,10,4,18,6,12,10,6,5,4,10,64,15,38,16,197,1,10,4,10,6,15,5,8,10,67,15,31,16,194,1,8,4,27,6,12,5,4,10,69,15,35,16,190,1,9,4,22,6,9,5,3,10,77,15,114,16,192,5,15,10,22,15,36,16,194,1,6,4,8,6,16,5,9,10,75,16,250,1,5,4,3,6,15,5,9,10,62,16,248,1,8,4,2,6,8,5,12,10,64,16,235,1,8,4,6,6,16,5,4,10,74,16,216,1,6,4,8,6,14,5,16,10,84,16,208,1,12,10,16,4,8,6,14,5,6,10,80,16,205,1,11,10,8,4,25,6,9,5,2,10,84,17,6819"
"15,217,6,124,15,198,6,144,15,76,6,266,15,137,6,205,15,55,6,287,15,11,6,331,15,93,6,248,15,26,6,316,15,62,6,279,15,47,6,295,15,35,6,307,15,29,6,313,15,62,6,279,15,31,6,310,15,29,6,313,15,31,6,310,15,35,6,307,15,31,6,310,15,25,6,317,15,121,6,206,10,15,6,3041,10,29,6,1364,17,341"
"10,96,3,246,10,810,3,327,16,228,3,626,16,57,3,2387,17,6819"
"1,682,9,341,17,10570"
"15,146,1,192,10,4,15,107,1,235,15,132,1,185,10,6,12,20,15,163,1,159,12,20,15,13,1,308,12,22,15,86,1,252,12,4,15,47,1,250,12,45,15,4,1,327,12,11,1,331,12,11,17,8524"
"15,150,1,47,6,137,10,9,15,77,1,90,10,5,6,162,10,9,15,30,1,97,10,4,6,175,10,37,15,52,1,132,6,155,10,4,15,314,1,12,6,16,15,105,1,82,6,121,16,20,10,16,15,74,1,97,6,124,16,14,10,33,15,43,1,68,6,155,14,8,16,12,10,57,15,171,1,62,6,90,14,5,10,15,15,61,1,135,6,118,16,15,10,15,15,101,1,51,6,128,14,8,10,4,16,4,10,47,15,71,1,26,6,154,14,9,10,84,15,144,1,4,6,144,14,12,10,39,15,39,1,8,6,93,14,4,10,198,15,11,1,24,6,173,14,8,10,128,15,138,1,18,6,181,10,6,15,55,1,148,6,113,10,28,15,20,1,118,6,192,10,13,15,165,1,64,6,111,10,3,15,66,1,179,6,82,16,8,10,8,15,31,1,43,6,265,10,4,15,78,1,179,6,80,10,6,15,31,1,61,6,227,14,4,10,20,15,15,1,93,6,187,10,48,15,39,1,13,10,5,6,231,16,5,10,52,15,39,1,16,6,278,10,10,15,382,1,32,6,246,16,8,10,16,15,99,1,111,6,99,16,18,10,18,15,380,1,35,6,231,10,4,16,12,10,22,15,2,1,146,6,124,10,0,16,22,10,49,15,7,1,145,6,177,10,13,15,11,1,185,6,127,10,19"
"6,128,3,214,10,53,3,289,10,341,3,3069,5,341,17,7160"
"15,246,1,96,15,264,1,12,10,66,15,124,16,79,1,84,6,11,10,45,15,107,16,88,1,50,10,99,15,31,16,112,1,81,10,119,16,123,1,207,10,13,16,205,1,44,10,14,6,2,10,42,12,2,10,35,16,201,1,65,10,20,6,2,10,55,1,1009,10,15,1,2562,10,167,1,335,10,7,1,321,10,21,1,295,10,26,16,11,10,11,1,104,10,183,16,56,1,188,10,154,1,273,10,69,1,211,10,121,16,11,1,229,10,104,16,9,1,109,10,233,1,325,10,17,1,302,10,40,1,131,10,210,1,103,10,239,1,286,10,56,17,341"
"15,161,1,10,3,140,16,18,10,14,15,23,1,49,3,204,16,44,10,24,15,59,1,57,6,5,3,158,16,38,10,27,15,16,1,24,6,29,3,269,16,6,15,92,1,20,6,12,3,192,16,8,10,20,15,3,1,31,10,4,3,231,16,8,10,65,15,103,1,11,3,224,16,4,15,58,1,9,3,270,16,6,15,97,1,4,10,8,6,175,3,20,16,18,10,22,15,45,1,18,6,155,3,94,16,28,10,4,15,127,1,5,6,172,3,39,15,80,1,8,6,146,10,14,3,87,16,9,15,114,1,11,10,11,3,89,16,116,10,2,15,165,1,6,6,146,3,18,16,8,15,186,1,13,3,118,16,26,15,166,1,15,3,153,10,9,15,35,1,21,6,28,10,31,3,90,16,50,10,90,15,29,1,114,10,34,3,115,16,32,10,20,15,52,1,41,3,192,16,3,10,56,15,42,1,17,6,128,3,55,16,16,10,86,15,39,1,7,10,15,6,179,3,47,16,47,10,9,15,36,1,16,10,24,6,111,3,30,16,33,10,95,15,9,1,16,10,136,6,98,10,3,3,31,16,12,10,40,15,61,1,56,10,10,6,8,10,52,3,80,16,24,10,55,15,82,1,20,6,12,3,138,16,59,10,33,15,6,1,27,6,17,10,15,3,201,16,70,10,8,15,5,1,2,3,321,16,15,15,35,1,31,6,6,3,192,16,74,10,4,15,13,1,22,10,2,3,302,16,2,5,2,15,5,1,7,6,188,10,7,3,77,16,60,15,4,1,9,6,6,10,8,3,246,16,49,10,23,15,4,1,13,6,207,3,29,10,2,16,15,10,74,1,14,10,3,6,9,10,177,3,65,16,31,10,44,17,341"
"0,681,10,2,0,1016,10,8,0,8183,10,0,0,674,10,9,0,682,17,341"
"15,192,6,102,9,48,15,171,6,60,9,112,15,114,6,176,9,52,15,57,6,182,9,103,15,119,6,150,9,73,15,104,6,124,9,114,15,73,6,109,9,161,15,134,6,131,9,77,15,140,6,26,10,11,9,166,15,68,6,130,9,145,15,29,6,180,9,133,15,95,6,146,9,102,15,46,6,126,9,171,15,124,6,99,9,119,15,5,6,86,9,251,15,83,6,238,9,21,6,205,9,137,6,214,9,128,6,158,9,184,6,79,9,2650,10,0,9,1364,17,1023"
"1,307,5,35,6,157,5,185,6,314,10,28,6,152,5,190,6,304,5,38,6,49,5,293,6,111,5,231,6,103,5,239,10,8,5,334,10,9,5,333,10,201,5,141,10,324,5,18,10,295,5,47,10,289,5,53,10,341,5,3744,10,7,5,2387,17,341"
"5,1023,17,10570"
"6,171,10,171,6,1023,17,10229"
"15,158,8,137,10,5,16,43,15,66,8,259,10,13,16,4,15,188,8,141,16,13,15,31,8,260,16,51,15,76,8,235,16,18,10,14,8,329,10,2,16,11,8,677,10,6,8,113,10,229,8,137,10,205,8,248,16,38,10,57,8,331,10,11,8,299,10,43,8,664,16,18,8,1349,10,16,8,1121,10,244,8,314,16,28,8,874,10,139,16,11,8,325,16,17,8,1679,10,27,17,341"
"6,325,10,17,6,334,14,2,10,6,6,337,14,5,6,335,14,7,6,221,14,59,10,13,16,15,10,36,6,219,14,111,16,12,6,317,14,25,6,301,16,41,6,668,16,15,6,311,10,31,6,306,16,25,10,11,6,329,10,13,6,339,16,3,6,328,16,13,6,328,16,14,6,282,14,19,16,41,6,276,14,52,16,6,10,9,6,118,14,224,6,72,14,270,6,124,14,214,16,5,6,158,14,167,16,17,6,290,16,52,6,336,16,6,6,328,16,14,6,335,16,7,6,311,10,31,6,313,10,29,6,315,14,27,6,618,14,59,16,6,6,329,14,11,16,3,6,341,17,341"
"13,84,14,252,5,6,13,110,14,209,10,3,9,6,5,16,13,137,6,11,14,185,9,10,13,179,14,163,13,160,14,182,13,150,14,192,13,171,14,171,13,169,14,169,10,5,13,180,6,14,14,144,10,5,13,147,14,195,13,194,6,9,14,135,10,5,13,148,6,32,14,157,10,5,13,163,6,11,14,168,13,210,6,6,14,126,13,190,14,152,13,190,14,152,13,204,14,132,10,6,13,150,6,22,14,171,10,0,13,174,14,168,13,152,14,190,13,152,14,190,13,183,6,5,14,155,13,194,14,147,13,195,14,147,13,144,6,3,14,195,13,174,14,168,13,209,14,128,10,6,13,155,14,180,10,8,13,190,14,152,13,144,14,198,13,195,14,147,13,188,14,154,13,170,14,172,17,341"
"10,682,7,341,17,10570"
"15,76,10,3,9,53,16,211,15,86,9,154,16,103,10,682,17,10229"
"6,682,10,341,17,10570"
"1,34,4,9,10,300,1,9,4,17,10,317,1,22,4,22,10,299,1,14,10,328,1,9,10,333,1,5,10,337,1,39,10,302,1,29,10,313,1,10,10,332,1,32,4,8,10,312,4,32,10,2707,4,52,10,2314,4,103,10,239,4,84,10,257,4,14,10,1692,17,682"
"6,7160,10,0,6,3751,17,682"
"15,31,5,310,15,199,5,143,15,31,5,310,15,143,5,199,15,93,5,248,15,205,5,137,15,29,5,313,15,186,5,155,15,35,5,307,15,38,5,304,15,31,5,310,15,31,5,310,15,35,5,307,15,35,5,3717,17,3410"
"8,2371,10,16,8,114,16,228,8,1364,10,1364,16,228,10,114,17,5796"
"15,510,14,173,15,43,14,299,15,121,14,221,15,35,14,307,15,86,14,256,15,28,14,314,15,29,14,313,17,8865"
"15,167,16,116,8,52,10,9,15,4,16,152,8,167,10,20,15,113,16,115,8,95,10,20,15,99,16,128,8,116,15,41,16,144,8,117,10,41,15,128,16,89,8,100,10,25,8,1488,10,217,8,640,10,43,8,983,10,41,8,582,10,101,8,504,10,178,8,266,10,76,8,1612,10,93,8,585,10,98,8,738,10,286,8,119,10,223,17,682"
"15,128,4,13,9,128,12,47,10,26,15,38,4,43,9,136,12,74,10,52,15,54,4,50,9,114,12,50,10,75,15,20,4,55,9,163,12,86,10,20,15,62,16,35,4,51,9,74,10,0,12,51,10,70,15,5,16,77,4,47,6,5,9,133,10,0,12,30,10,47,15,53,16,16,4,43,9,62,12,43,10,126,15,8,16,16,4,62,9,78,12,31,10,148,15,57,16,19,4,48,9,67,12,19,10,133,15,22,16,82,4,29,6,8,10,4,9,114,10,86,15,86,16,39,4,113,6,4,9,62,12,8,10,31,15,43,16,43,4,56,6,5,9,154,10,43,15,63,16,35,4,59,6,4,10,4,9,112,10,0,12,28,10,39,15,93,16,35,4,35,10,16,9,121,10,43,15,101,10,16,9,59,12,24,16,59,10,86,15,30,9,209,12,56,10,47,15,55,9,105,10,0,12,51,16,35,10,97,15,32,10,18,9,171,12,82,10,40,15,47,16,86,10,13,9,141,10,56,15,35,4,47,9,124,12,30,10,107,15,30,16,61,10,16,8,8,6,47,9,123,12,28,10,33,15,90,10,24,9,55,12,43,16,43,10,90,15,31,10,4,8,16,9,183,12,47,16,8,10,55,15,69,9,154,12,69,10,52,15,31,10,12,8,8,9,82,12,59,16,28,10,124,15,61,10,22,9,89,12,57,16,54,10,61,15,13,16,11,6,8,10,6,9,164,12,25,10,118,15,18,10,18,9,137,12,56,16,47,10,69,15,25,10,32,8,15,9,103,12,50,16,15,10,103,16,24,4,51,9,101,12,43,10,142,9,139,12,53,16,70,10,64,4,84,9,115,12,38,10,106,9,216,12,38,10,88,17,341"
"1,15,10,3,3,307,5,18,1,6,3,192,5,145,1,79,10,15,3,199,5,50,1,26,3,264,5,52,10,6,3,286,5,51,10,15,3,105,5,65,10,161,3,243,10,96,3,335,5,7,3,661,5,22,3,293,5,49,3,307,5,35,3,303,5,39,3,306,5,36,3,677,5,6,3,192,16,130,5,21,3,266,5,76,3,228,5,114,3,890,5,33,10,101,3,284,10,58,3,325,16,10,10,8,3,196,5,37,10,110,3,190,5,102,10,51,3,269,5,67,10,6,3,234,5,68,10,40,3,197,5,145,3,302,5,40,3,335,5,7,3,495,5,143,10,44,17,341"
"15,132,8,210,15,6,8,332,16,4,15,4,8,338,10,0,15,15,8,318,10,9,15,194,8,141,16,5,10,3,15,204,8,138,15,99,8,243,15,64,8,278,15,31,8,311,15,78,8,256,10,8,15,50,8,283,10,9,15,82,8,260,15,64,8,273,10,5,15,37,8,305,15,29,8,313,15,38,8,304,15,70,8,268,10,4,15,101,8,216,10,8,9,8,10,10,15,31,8,258,10,53,15,59,8,283,15,31,8,310,15,124,8,217,15,86,8,256,15,68,8,246,10,29,15,11,8,327,10,5,15,8,8,334,15,35,8,285,9,16,10,6,15,11,8,316,10,2,9,8,10,7,15,47,8,1658,17,341"
"15,16,8,6,10,320,15,61,10,281,15,24,8,26,10,293,15,35,10,307,15,59,10,283,15,45,8,8,10,290,15,115,10,227,15,107,8,6,10,230,15,30,10,312,15,52,10,290,15,88,10,254,15,136,10,206,15,18,8,4,10,320,15,124,8,11,10,207,15,50,8,5,10,288,15,57,8,5,10,280,15,62,8,4,10,276,15,47,10,295,15,37,10,305,15,31,8,6,10,305,15,132,10,5,8,4,10,201,15,51,8,31,10,260,15,53,8,5,10,285,15,59,8,2,10,281,15,43,10,11,8,8,10,281,15,5,8,5,10,333,15,8,8,4,10,330,15,14,8,8,10,320,15,49,10,293,15,32,8,4,10,327,8,5,10,316,8,18,10,324,8,6,10,336,17,341"
"10,1364,17,10229"
"15,31,4,310,15,179,4,163,15,31,4,310,15,59,4,283,15,31,4,310,15,114,4,228,15,52,4,290,15,171,4,171,15,109,4,223,10,10,15,116,4,226,15,84,4,256,10,2,15,155,4,186,15,70,4,272,15,73,4,269,15,26,4,316,15,162,4,179,15,86,4,256,15,102,4,240,15,55,4,279,10,8,15,109,4,233,15,22,4,309,10,11,15,52,4,290,15,91,4,251,15,62,4,279,15,86,4,256,15,35,4,301,16,7,15,40,4,295,16,8,15,9,4,333,15,56,4,286,15,13,4,329,15,68,4,274,15,29,4,313,15,182,4,160,17,341"
"10,22,6,981,10,22,6,324,10,18,6,854,10,169,6,294,10,48,6,601,10,81,6,329,10,13,6,2728,10,0,6,336,10,6,6,1669,10,37,6,336,16,6,6,337,16,5,6,675,16,8,6,957,10,67,6,341,17,341"
"15,180,1,13,6,6,9,37,7,29,12,22,16,47,10,11,15,75,1,21,6,8,9,48,7,29,10,0,12,29,16,88,10,48,15,90,1,25,6,12,9,38,7,10,10,38,12,25,16,62,10,43,15,86,1,5,6,8,9,78,7,16,12,5,16,31,10,116,15,119,1,21,6,6,9,67,7,24,12,5,16,10,10,93,15,96,1,28,6,4,9,70,7,8,12,14,10,124,15,93,1,22,6,6,9,67,7,18,12,6,16,18,10,114,15,69,1,20,6,5,9,109,7,16,10,125,15,224,1,3,6,6,9,11,7,16,12,6,16,64,10,14,15,18,1,19,6,9,9,95,7,21,10,11,12,12,16,22,10,138,15,28,1,19,10,4,6,6,9,78,7,26,10,24,12,6,10,155,1,27,6,6,9,85,7,23,12,13,16,26,10,165,1,34,6,13,9,70,7,38,12,16,16,70,10,102,1,32,6,11,9,53,7,29,10,13,12,31,16,123,10,52,17,6819"
"15,124,6,217,15,150,6,192,15,51,6,283,10,8,15,163,6,179,15,45,6,297,15,103,6,239,15,18,6,324,15,8,6,322,10,2,12,11,17,8865"
"10,1023,9,2046,17,8524"
"1,333,10,9,1,340,10,2,1,678,10,5,1,990,10,34,1,309,10,32,1,7152,10,9,1,328,10,14,1,316,10,26,1,682,17,341"
"15,133,4,209,15,137,4,205,15,29,4,313,15,93,4,248,15,141,4,201,15,70,4,260,10,8,16,4,15,31,4,310,15,31,4,310,15,50,4,286,16,6,15,166,4,176,15,273,4,69,15,62,4,279,15,31,4,303,10,8,15,228,4,114,15,33,4,309,15,31,4,310,15,18,4,324,15,69,4,273,15,8,4,4763,16,4,4,341,17,341"
"6,286,12,56,6,281,12,61,6,334,12,8,6,335,10,7,6,328,10,14,6,678,10,5,6,301,10,41,6,336,10,6,6,4092,10,0,6,682,10,0,6,3410,17,341"
"3,341,17,11252"
